Gender,ViafId,FirstName,Profession,Biography,Languages,BirthDate,Birthplace
1,47693454.0,357,183,106,6,53,90
1,40743254.0,206,183,815,8,1295,444
1,81514878.0,365,183,817,8,1325,656
1,,19,244,1296,8,1306,615
1,40262795.0,481,183,837,8,1693,680
1,,463,206,948,8,899,398
1,,64,147,1296,13,1476,435
0,,43,258,1211,8,1504,581
1,,365,44,1103,8,566,680
1,36982853.0,254,119,580,8,2122,695
1,55019519.0,135,193,882,6,2164,684
1,,310,13,163,8,2110,680
1,42643784.0,16,183,847,8,2130,680
1,8.071543809427305e+20,543,159,1191,13,891,680
1,50992669.0,555,183,1507,13,635,675
1,109826472.0,405,199,128,13,1996,106
1,96236426.0,281,183,251,13,158,680
1,56798288.0,186,177,745,8,1441,98
1,,365,38,541,8,2081,280
0,294802025.0,99,177,1178,8,821,680
0,11389893.0,26,203,931,8,1262,680
1,44682627.0,459,133,28,9,27,9
1,39371574.0,402,1,63,8,1192,32
0,90321522.0,168,206,948,8,1776,573
1,112100591.0,172,265,1384,8,1318,680
1,89777398.0,538,151,693,8,1218,687
0,,45,13,189,8,1111,680
1,34409314.0,215,30,223,13,201,680
1,282167729.0,429,241,24,13,1676,680
1,,281,30,223,8,1080,530
1,,429,8,1296,13,690,461
1,,334,60,1296,8,2175,539
1,168933427.0,38,183,768,13,395,680
1,,271,206,948,13,574,617
1,,365,61,372,8,1584,680
1,44514491.0,175,76,386,8,53,261
1,61464070.0,280,183,825,8,1456,680
1,2416582.0,271,76,1296,13,1151,323
1,12375983.0,33,169,727,8,1282,435
1,15592526.0,25,249,154,8,895,680
0,284581781.0,336,120,578,8,2040,384
1,42770354.0,73,183,757,8,109,616
1,22269770.0,365,273,1547,8,904,84
1,114041169.0,428,203,942,8,1346,475
1,,449,67,25,13,38,384
0,,381,254,1296,13,1700,680
1,74031482.0,362,112,563,8,1067,695
0,1.605157040163367e+21,560,183,824,8,1425,680
1,127667.0,301,59,352,8,917,595
1,,429,8,1296,13,272,292
1,49216438.0,54,199,158,8,310,680
1,62823663.0,94,206,1024,8,1509,71
1,18328218.0,46,95,223,8,1133,680
1,43371925.0,505,132,616,8,1182,680
1,311435300.0,403,19,1533,8,1309,598
1,93353527.0,540,199,911,8,2037,82
1,49332042.0,38,273,1265,8,2011,445
1,256767816.0,528,206,1068,8,1071,192
1,,562,203,942,8,2052,466
1,,429,1,135,13,2226,442
1,,423,102,1477,8,2157,680
0,,35,42,310,8,2170,9
0,274356481.0,367,13,190,8,1358,700
1,,94,206,1296,13,504,680
1,,280,206,1296,13,306,440
1,44550927.0,449,193,882,8,2200,680
1,5.615274299222773e+19,495,1,1296,13,2226,442
1,3.411490665675656e+20,502,76,396,8,1619,523
1,,252,206,1296,13,125,398
1,18677718.0,95,1,948,13,505,255
1,,561,206,1288,13,1050,431
0,13112145.0,390,183,255,8,2036,680
1,43167746.0,223,132,1296,1,1899,358
1,,475,206,948,8,1280,64
1,107932880.0,271,76,399,13,40,97
1,,429,45,1296,13,808,515
1,,452,54,88,6,301,187
0,1.7761511726935392e+21,279,199,919,8,2020,680
0,,138,13,199,8,2185,95
1,,449,8,1296,13,211,489
1,74663144.0,245,273,1276,8,914,680
1,,54,95,1361,13,256,680
1,206314775.0,215,76,1467,13,1224,680
1,,281,183,861,8,774,179
1,1.443162181241608e+21,94,159,546,8,1258,177
1,,439,86,1296,8,1452,680
1,5274372.0,364,119,1296,13,51,573
1,64086929.0,291,1,1095,8,1863,680
1,88969348.0,281,95,440,8,1272,299
1,,389,38,268,8,1367,442
1,,20,158,1296,6,744,568
1,99244254.0,240,113,1296,8,2071,697
1,,429,32,1296,13,124,680
1,,77,98,1296,13,924,111
0,,431,13,174,8,1359,36
1,,219,206,1517,8,546,558
1,27869893.0,169,158,542,8,1113,277
1,301488565.0,271,203,938,8,1234,625
1,,481,38,498,13,1385,680
1,90209046.0,365,151,692,8,1177,466
1,17296882.0,184,193,1509,8,1041,190
0,67607495.0,331,273,46,13,974,228
1,304917791.0,523,160,1365,13,305,569
1,,271,206,1064,8,2056,126
1,1.4114492876785444e+20,219,90,428,8,1381,469
1,89443393.0,339,76,386,8,1107,680
1,,94,8,1538,8,1671,626
1,,189,208,1076,8,1757,680
1,,561,38,523,8,1799,77
1,90367075.0,59,182,1296,13,1314,384
1,1.178155284855587e+21,429,88,1296,13,217,677
1,,271,250,328,8,1403,699
1,,281,8,1296,13,358,680
1,56874825.0,271,76,386,13,145,680
1,28383275.0,222,151,701,8,1856,181
1,90341249.0,245,203,931,8,1376,11
1,233199524.0,33,216,1296,13,1543,680
0,,558,188,874,8,1246,226
1,,281,206,1529,8,1116,700
1,,446,183,1503,13,1259,488
1,,215,206,1514,13,192,680
1,66679920.0,144,273,1245,8,415,680
1,,271,183,756,13,107,680
1,,521,206,1008,8,1014,680
1,74650327.0,269,206,1044,6,720,440
1,96035510.0,115,183,813,8,1260,556
0,,5,253,1197,8,876,259
1,,463,95,440,13,221,493
1,,561,97,1368,13,360,680
1,118992620.0,292,187,21,8,1187,475
1,90372877.0,265,206,1296,13,249,430
1,1.1521592340754032e+21,172,273,1262,8,1350,323
1,90357766.0,94,206,948,8,1046,680
1,23584447.0,264,209,1441,8,1389,550
1,51874499.0,18,76,386,8,157,473
1,,271,38,300,8,1985,680
1,67398810.0,499,206,948,8,605,113
1,90183720.0,268,59,363,8,1940,680
1,96018272.0,303,241,252,13,204,680
0,,347,8,1296,8,1818,623
1,24870589.0,94,183,762,13,261,737
1,,94,8,1296,13,263,680
0,,163,8,1296,8,1858,680
1,,429,1,1296,13,2226,442
1,,481,185,1296,13,1833,680
0,27194918.0,34,34,246,8,1926,398
1,,126,206,1323,8,430,246
0,,44,251,1194,8,1896,231
1,,361,206,948,8,1496,192
0,4921136.0,429,176,1296,6,77,442
1,,137,229,117,6,1178,241
1,,365,255,1296,13,1064,9
1,67263997.0,94,206,948,13,133,398
1,254315727.0,429,158,3,13,183,633
0,22317769.0,134,273,1247,8,479,680
1,61896560.0,281,203,936,8,1922,346
1,90206995.0,195,185,1538,8,1588,117
1,,16,38,522,8,1797,517
1,,416,199,915,8,1661,16
1,34841139.0,201,139,651,8,1098,680
1,1.2414787198807517e+20,271,13,1418,8,1196,680
1,29711685.0,412,132,614,8,2149,536
1,312539858.0,62,30,716,13,39,456
1,,151,76,395,8,2042,680
1,20759.0,281,203,1356,8,219,680
0,44626187.0,270,177,1178,13,194,285
1,,94,271,1296,13,95,680
1,,54,19,491,8,1458,339
1,20019073.0,208,88,1293,6,110,337
1,25494044.0,190,183,1505,13,1787,490
0,,406,8,1296,7,671,739
1,71635912.0,449,206,948,13,446,63
1,39366651.0,80,192,878,8,690,697
1,302890812.0,175,194,894,8,1906,680
1,64087001.0,292,119,568,8,1862,277
1,70207603.0,144,151,704,8,2017,680
1,35600444.0,271,13,163,13,910,420
0,3.701158982597856e+21,241,13,200,13,1140,680
0,,6,8,12,13,394,276
1,12683488.0,209,265,1482,8,1578,680
1,10080169.0,409,265,376,8,2054,654
1,,115,146,671,8,510,636
1,,525,128,1544,13,614,651
1,15930279.0,561,34,245,8,1423,677
1,311738418.0,487,11,1412,8,2138,680
1,81555540.0,217,258,1213,8,2167,507
1,232860835.0,480,13,182,8,2075,680
1,,429,273,1296,13,2204,680
1,89540006.0,271,199,1398,8,1726,406
1,,58,8,1538,8,1933,207
1,,295,206,120,13,368,680
0,,359,32,1295,13,700,204
1,202606015.0,234,76,1296,13,206,680
1,90333539.0,256,122,1476,8,1987,75
1,,14,38,290,8,1740,680
1,,281,206,948,8,880,680
1,10693295.0,440,127,161,8,1865,680
1,36338978.0,204,201,1296,13,1075,435
1,4.653159477551828e+21,315,1,1512,6,208,686
1,34728533.0,23,183,258,13,1206,680
1,38477184.0,33,270,1243,8,2207,675
0,,382,121,594,8,2038,680
1,,429,56,1296,13,2226,680
1,55216543.0,410,183,760,13,144,680
1,,429,206,1528,8,1027,680
1,,467,38,503,8,1525,680
1,,71,183,82,13,86,25
1,4953994.0,91,202,183,8,279,398
1,22369050.0,152,151,1,8,93,335
1,,264,95,440,8,1422,442
1,90352523.0,365,226,1410,13,2123,681
1,,271,98,469,8,1298,223
1,89461849.0,94,21,1448,8,76,680
1,10627682.0,281,51,335,9,496,453
1,46809695.0,151,206,1275,8,683,459
1,,543,8,1296,13,2226,573
1,,94,1,1296,13,2226,442
1,49301626.0,222,1,156,8,1633,349
1,72175342.0,93,25,122,7,996,66
1,89410715.0,94,158,742,13,500,680
1,,364,1,1315,13,2226,132
1,90362689.0,271,206,948,8,1232,572
1,95983601.0,245,241,1159,13,902,230
1,34448708.0,365,132,613,8,926,680
1,,281,206,948,8,982,159
1,90227414.0,561,151,688,8,1019,214
1,89354574.0,274,51,340,8,354,215
1,88945556.0,365,143,160,8,1273,87
1,10756161.0,105,206,973,8,632,618
1,4.719155226713485e+21,133,159,1296,8,1194,36
1,24737914.0,38,198,927,8,906,680
1,309574905.0,446,255,1207,8,1266,6
1,,463,183,1296,8,1724,680
0,7.714464838980131e+19,70,8,1321,13,1163,314
1,,186,38,497,8,1383,680
1,36997562.0,389,132,619,8,1554,444
1,77259904.0,115,241,1161,13,944,259
1,96662593.0,461,258,1296,13,1712,680
1,9323124.0,14,108,552,8,1170,146
1,,281,67,377,8,435,300
1,12475102.0,292,273,1245,8,1031,680
1,76409957.0,437,90,424,8,2094,680
1,,179,96,466,13,1380,680
